brand,currency,price,colors,name,sizes,categories
rocawear,usd,18.99,grey,rocawear new blue mens size 38x34 distressed classic straight leg jeans  48,11,"clothing, shoes & accessories,men's clothing,jeans"
onitsuka tiger,usd,36.99,beige,onitsuka tiger by asics harandia mt men  round toe leather red sneakers,5,"clothing,shoes,men's shoes,all men's shoes"
akadema,usd,49.95,black  white,akadema zero gravity turf shoes black baseball & softball - men's sz 12,12,"sporting goods,team sports,baseball & softball,clothing, shoes & accessories,shoes & cleats,men's,see more akadema zero gravity turf shoe 2010 black size..."
dvs,usd,130,brown,dvs yodeler men  round toe leather  chukka boot,"7,11.5,14,12","all men's shoes,shoes,men's shoes,clothing"
dvs,usd,58.99,brown,dvs yodeler men  round toe leather  chukka boot,"7,11.5,14,12","all men's shoes,shoes,men's shoes,clothing"
superior glove works,usd,72.24,red,superior glove works superior mxbgxkl clutch gear arc flash grain goatskin leather mechanics glove with carbon fiber backs work x-large black (pack o,9,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
superior glove works,usd,73.24,red,superior glove works superior mxbgxkl clutch gear arc flash grain goatskin leather mechanics glove with carbon fiber backs work x-large black (pack o,4,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
boss hugo boss,usd,86.99,brown,boss hugo boss fast digital men  round toe leather  sneakers,4,"clothing,shoes,men's shoes,men's casual shoes"
boss hugo boss,usd,295,brown,boss hugo boss fast digital men  round toe leather  sneakers,5,"clothing,shoes,men's shoes,men's casual shoes"
kenneth cole ny,usd,87.98,beige,kenneth cole ny wise guy   round toe suede  loafer,3,"clothing,shoes,men's shoes,men's dress shoes"
kenneth cole ny,usd,148,black,kenneth cole ny wise guy   round toe suede  loafer,12,"clothing,shoes,men's shoes,men's dress shoes"
carhartt,usd,32.99,brown,carhartt b13 brown carpenter work pant size 36 x 36 100% cotton,9,"clothing, shoes & accessories,men's clothing,jeans"
carhartt,usd,20.51,brown,carhartt b13 brown carpenter work pant size 36 x 36 100% cotton,3,"clothing, shoes & accessories,men's clothing,jeans"
superior glove works,usd,251.92,grey,superior glove works superior 378gkttl endura goatskin leather winter driver glove with thinsulate lined work medium (pack of 1 dozen),10,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
superior glove works,usd,250.92,red,superior glove works superior 378gkttl endura goatskin leather winter driver glove with thinsulate lined work medium (pack of 1 dozen),9,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
puma,usd,59.47,multi-color,new puma faas 300 s v2 men's running training shoes size us 10,10,"clothing, shoes & accessories,men's shoes,athletic"
baffin inc,usd,139.97,black,baffin selkirk boot (9) pewter,9,"all men's shoes,shoes,men's shoes,clothing"
ugg australia,usd,69.95,other,ugg australia men makohe sandals,9 m,"all men's shoes,shoes,men's shoes,clothing"
puma,usd,70,gray,puma match 74 citi series nm   round toe leather  sneakers,11,"all men's shoes,shoes,men's shoes,clothing"
puma,usd,53.98,gray,puma match 74 citi series nm   round toe leather  sneakers,11,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,74.65,grey,nike men's vapor pro low td white/midnight navy football cleats us 9,9,"sporting goods,team sports,football,clothing, shoes & accessories,shoes & cleats,men"
merrell,usd,79.99,black,merrell polarand rove waterproof black slate boot j21127 size 10.5m,10.5,"clothing, shoes & accessories,men's shoes,boots"
merrell,usd,49.99,black,merrell polarand rove waterproof black slate boot j21127 size 10.5m,10.5,"clothing, shoes & accessories,men's shoes,boots"
vuarnet,usd,89,blue,280  vuarnet 062 blue metal sunglasses gray grey px3000 glass lens new+case,12,"clothing, shoes & accessories,men's accessories,sunglasses & fashion eyewear,sunglasses"
ganesha handicraft,usd,50,brown,men's genuine vintage brown leather messenger bag shoulder laptop bag briefcases,5,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
vans,usd,45,multicolor,vans authentic men  round toe canvas multi color sneakers,"5.5,9","all men's shoes,shoes,men's shoes,clothing,women's shoes,all women's shoes"
vans,usd,39.98,multicolor,vans authentic men  round toe canvas multi color sneakers,"5.5,9","all men's shoes,shoes,men's shoes,clothing,women's shoes,all women's shoes"
vans,usd,27.99,multicolor,vans authentic men  round toe canvas multi color sneakers,"5.5,9","all men's shoes,shoes,men's shoes,clothing,women's shoes,all women's shoes"
vans,usd,35,multicolor,vans authentic men  round toe canvas multi color sneakers,"5.5,9","all men's shoes,shoes,men's shoes,clothing,women's shoes,all women's shoes"
mensusa.com,usd,129,grey,mensusa.com leonardo valenti wide leg pant brown(exchange only policy),6,"all men's clothing,men's clothing,men's pants,clothing, shoes & jewelry,clothing"
puma,usd,66.07,bluelimewhite,puma faas 300 v2 running men's shoes size,"11.5,13,14,11","all men's shoes,shoes,men's shoes,clothing"
puma,usd,59.9,bluelimewhite,puma faas 300 v2 running men's shoes size,"11.5,13,14,11","all men's shoes,shoes,men's shoes,clothing"
otto:dakota,usd,13.87,green,otto:dakota smiley face embroidered washed cap - black w44s42a,6,"men's hats,bags & accessories,men's accessories,clothing, shoes & jewelry"
otto:dakota,usd,18.49,black,otto:dakota smiley face embroidered washed cap - black w44s42a,3,"men's hats,bags & accessories,men's accessories,clothing, shoes & jewelry"
fuse lenses,usd,104.98,green,fuse lenses for ray-ban rj9053s (kids) gaming yellow tint tinted lenses,8,"women's sunglasses,sunglasses,bags & accessories,men's accessories,clothing, shoes & jewelry,men's sunglasses,women's accessories"
fuse lenses,usd,34.99,black,fuse lenses for ray-ban rj9053s (kids) gaming yellow tint tinted lenses,11,"women's sunglasses,sunglasses,bags & accessories,men's accessories,clothing, shoes & jewelry,men's sunglasses,women's accessories"
pacific trail,usd,55,greypink,pacific trail alta jr hiking boots kid's shoes size,"2.5,5.5,4.5,13,11,12,3,2,1,10,1.5,6,5,4","men's boots,shoes,men's shoes,clothing"
pacific trail,usd,55,greypink,pacific trail alta jr hiking boots kid's shoes size,"2.5,5.5,4.5,13,11,12,3,2,1,10,1.5,6,5,4","men's boots,shoes,men's shoes,clothing"
vans,usd,39.97,brown,vans unisex authentic solid canvas skateboard sneakers,9,"clothing,shoes,men's shoes,all men's shoes"
vision street wear,usd,65,grey,vision street wear mens suede hi retro fashion skate shoe,7,"all men's shoes,shoes,men's shoes,clothing"
vision street wear,usd,29.79,brown,vision street wear mens suede hi retro fashion skate shoe,6,"all men's shoes,shoes,men's shoes,clothing"
vision street wear,usd,22.99,red,vision street wear mens suede hi retro fashion skate shoe,5,"all men's shoes,shoes,men's shoes,clothing"
calcutta,usd,52.99,black,"calcutta nubuck flip flop tan non mark non slip sole sz8, cfmtf8",3,"clothing,shoes,men's shoes,men's sandals"
protonic,gbp,7.99,"black a,navy a",mens sports jogging bottoms poly joggers exercise gym tracksuit jog pants m-6xl,5,"clothing, shoes & accessories,men's clothing,athletic apparel"
protonic,gbp,7.19,"black a,navy a",mens sports jogging bottoms poly joggers exercise gym tracksuit jog pants m-6xl,9,"clothing, shoes & accessories,men's clothing,athletic apparel"
protonic,gbp,7.99,"black a,navy a",mens sports jogging bottoms poly joggers exercise gym tracksuit jog pants m-6xl,11,"clothing, shoes & accessories,men's clothing,athletic apparel"
creative recreation,usd,130,red,"creative recreation mens ponti fashion sneaker, white, us 9.5",5,"all men's shoes,shoes,men's shoes,clothing"
creative recreation,usd,59.95,grey,"creative recreation mens ponti fashion sneaker, white, us 9.5",12,"all men's shoes,shoes,men's shoes,clothing"
kinco,usd,101.38,beige,kinco 94wa unlined grain pigskin leather drivers glove work medium golden (pack of 6 pairs),3,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
kinco,usd,102.38,black,kinco 94wa unlined grain pigskin leather drivers glove work medium golden (pack of 6 pairs),9,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
gucci,usd,110,clear,"original gucci 3720/s clear. unisex,aviator sunglasses! new!",10,"women's accessories,men's accessories,clothing, shoes & accessories,fashion eyewear/clear glasses,sunglasses,sunglasses & fashion eyewear"
serengeti,aud,319,green,serengeti eyewear sunglasses levanto 7588 shiny gunmetal w/555nm polarized,9,"clothing, shoes, accessories,men's sunglasses,women's sunglasses"
covington,usd,10,grey,covington men's 5-pairs crew socks,11,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
covington,usd,6,brown,covington men's 5-pairs crew socks,9,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
covington,usd,5.1,green,covington men's 5-pairs crew socks,11,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
national safety apparel inc,usd,227.26,grey,national safety apparel inc blue 12 wrist length cryogen safety gloves,8,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
national safety apparel inc,usd,228.26,black,national safety apparel inc blue 12 wrist length cryogen safety gloves,7,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
dickies,usd,79.99,green,dickies sierra men's steel toe hiker work boots e wide width leather size 11,11,"all men's shoes,shoes,men's shoes,clothing"
novelty socks,usd,13.99,beige,novelty socks tapatio crew hot sauce mnc625-whi,6,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
eastland,usd,42.99,brown,eastland triumph men  round toe suede  walking shoe,"10.5,11.5,8,11","men's casual shoes,shoes,men's shoes,clothing"
eastland,usd,80,brown,eastland triumph men  round toe suede  walking shoe,"10.5,11.5,8,11","men's casual shoes,shoes,men's shoes,clothing"
justonestyle,usd,28.21,black,justonestyle new 047 blue skin tights compression base layer sleeveless mens top (s),10,"men's activewear,all men's clothing,men's clothing,clothing, shoes & jewelry,clothing"
unique bargains,usd,8.53,gray,plastic full frame outdoor driving sunglasses eyewear eyeglasses brown,5,"sunglasses,walmart vision centers,clothing, shoes, accessories,health,men's sunglasses"
unique bargains,aud,7.4,gray,plastic full frame outdoor driving sunglasses eyewear eyeglasses brown,4,"sunglasses,walmart vision centers,clothing, shoes, accessories,health,men's sunglasses"
unique bargains,usd,17.99,gray,plastic full frame outdoor driving sunglasses eyewear eyeglasses brown,3,"sunglasses,walmart vision centers,clothing, shoes, accessories,health,men's sunglasses"
daxx,usd,34.99,"black,brown",daxx mens topstitched lace-up oxfords,"10.5,8.5,10,9.5,9,13,11,12","all men's shoes,shoes,men's shoes,clothing"
daxx,usd,34.99,"black,brown",daxx mens topstitched lace-up oxfords,"10.5,8.5,10,9.5,9,13,11,12","all men's shoes,shoes,men's shoes,clothing"
nike,usd,69.99,anthracitemetallic silver,nike men 2014 silver carbon vapor elite td 631425-001 football cleat sz 9,9,"sporting goods,team sports,football,clothing, shoes & accessories,shoes & cleats,men"
dupont,usd,109.88,black,"dupont tyvek ty450s shoe cover with tyvek sole, large, white (pack of 200)",11,"men's clothing,workwear & uniforms,men's work shorts,clothing, shoes & jewelry,men's workwear & uniforms,clothing"
dupont,usd,110.99,black,"dupont tyvek ty450s shoe cover with tyvek sole, large, white (pack of 200)",4,"men's clothing,workwear & uniforms,men's work shorts,clothing, shoes & jewelry,men's workwear & uniforms,clothing"
reebok,usd,50.95,white green,reebok pro burner speed mid m3 mens football cleats white green 12,11,"all men's shoes,shoes,men's shoes,clothing"
roper,usd,86.49,tan,roper western boots men square toe ostrich tan 09-020-1900-0807 ta,11,"all men's shoes,shoes,men's shoes,clothing"
luminox,usd,499.99,red,luminox men's a.6402  f-117 nighthawk analog quartz sapphire glass watch,9,"men,wrist watches,watches,clothing, shoes & jewelry"
luminox,usd,1150,beige,luminox men's a.6402  f-117 nighthawk analog quartz sapphire glass watch,11,"men,wrist watches,watches,clothing, shoes & jewelry"
luminox,usd,549.99,black,luminox men's a.6402  f-117 nighthawk analog quartz sapphire glass watch,12,"men,wrist watches,watches,clothing, shoes & jewelry"
luminox,usd,549,black,luminox men's a.6402  f-117 nighthawk analog quartz sapphire glass watch,4,"men,wrist watches,watches,clothing, shoes & jewelry"
luminox,usd,574,red,luminox men's a.6402  f-117 nighthawk analog quartz sapphire glass watch,9,"men,wrist watches,watches,clothing, shoes & jewelry"
nike golf,usd,40,beige,nike stripe novelty dri-fit golf pants men's 42x30 585752-483 nwt  85,3,"clothing, shoes & accessories,athletic apparel,men's clothing"
fossa apparel,usd,82.88,black,fossa apparel 2202-olive-3xl 3x-large men's sequoia thermo-fleece jacket in olive,7,"clothing, shoes & jewelry,clothing,men's clothing,men's outerwear,all men's clothing"
fossa apparel,usd,63.49,grey,fossa apparel 2202-olive-3xl 3x-large men's sequoia thermo-fleece jacket in olive,11,"clothing, shoes & jewelry,clothing,men's clothing,men's outerwear,all men's clothing"
lee,usd,18.49,beige,nwt lee carpenter jeans dungarees straight loose fit men's 32x30 msrp  48,3,"clothing, shoes & accessories,men's clothing,jeans,see more lee jeans dungarees carpenter fit mens retro s..."
care apparel,usd,15.99,brown,edema slippers mens navy xlarge,3,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,110.22,multi-color,nike air max 2014 running shoes men's size 10.5 purple teal black,10.5,"clothing, shoes & accessories,men's shoes,athletic"
alfani,usd,19.99,green,alfani men's v-neck contrast shirt dress blues combo xl new nwt,6,"bags & accessories,men's accessories,clothing, shoes & jewelry,men's suspenders"
crooks castles,usd,62.99,"black,khaki,military",crooks castles mens the infantry pants casual trousers,"42,32,40,36,38","all men's clothing,men's clothing,men's pants,clothing, shoes & jewelry,clothing"
crooks castles,usd,88,"black,khaki,military",crooks castles mens the infantry pants casual trousers,"42,32,40,36,38","all men's clothing,men's clothing,men's pants,clothing, shoes & jewelry,clothing"
carhartt,usd,15.99,brown,nwt men's carhartt b160dst relaxed fit straight leg jeans 38x32,3,"clothing, shoes & accessories,men's clothing,jeans"
unbranded,usd,30.99,black,concise men's fine leather messenger briefcase sling bag shoulder crossbody new,10,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
unbranded,usd,26.3,black,concise men's fine leather messenger briefcase sling bag shoulder crossbody new,3,"clothing, shoes & accessories,men's accessories,backpacks, bags & briefcases"
